# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-t" "CDS" "-g" "locus_tag" "--countReadPairs" "-a" "results/00_REFERENCE/bakta/reference_filtered.gff3" "-o" "results/04_COUNTS/counts.tsv" "results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam" "results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam" "results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam" "results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam" "results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam" "results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam	results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam	results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam	results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam	results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam	results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam
IODOLM_01263	contig_1	1342876	1343784	+	909	697	19816	12476	9919	10736	20608
IODOLM_01264	contig_1	1343796	1344809	+	1014	1059	31918	20709	14192	15158	31877
IODOLM_01265	contig_1	1344806	1345810	+	1005	1039	27506	18064	16044	16157	31700
IODOLM_01266	contig_1	1345863	1346192	-	330	47	778	440	552	480	1286
IODOLM_01267	contig_1	1346227	1347687	-	1461	117	3062	1832	2449	2142	5281
IODOLM_01268	contig_1	1348058	1349311	-	1254	20	663	406	733	692	1748
IODOLM_01269	contig_1	1349816	1351009	+	1194	23	355	200	238	197	563
IODOLM_01270	contig_1	1351245	1351487	-	243	4	44	21	18	13	38
IODOLM_01271	contig_1	1351487	1351828	-	342	0	29	10	9	15	23
IODOLM_01272	contig_1	1351914	1352372	-	459	1	45	25	10	13	46
IODOLM_01273	contig_1	1352369	1352521	-	153	0	8	3	2	4	6
IODOLM_01274	contig_1	1352518	1352946	-	429	2	20	18	13	13	40
IODOLM_01275	contig_1	1352943	1353623	-	681	1	57	42	49	39	102
IODOLM_01276	contig_1	1353620	1354537	-	918	6	90	46	57	57	135
IODOLM_01277	contig_1	1354547	1354828	-	282	0	15	7	6	13	39
IODOLM_01278	contig_1	1354836	1355804	-	969	3	59	30	46	48	118
IODOLM_01279	contig_1	1355909	1356745	-	837	1	61	44	39	43	102
IODOLM_01280	contig_1	1356756	1356965	-	210	0	14	5	5	3	4
IODOLM_01281	contig_1	1356962	1357120	-	159	0	2	1	0	4	8
IODOLM_01282	contig_1	1357122	1357331	-	210	0	13	5	4	7	9
IODOLM_01283	contig_1	1357487	1357783	-	297	1	24	11	1	2	14
IODOLM_01284	contig_1	1358341	1358550	+	210	11	437	232	129	131	312
IODOLM_01285	contig_1	1358581	1359447	-	867	207	3552	2136	2367	2241	6085
IODOLM_01286	contig_1	1359584	1360294	-	711	269	4845	2720	1151	1055	3032
IODOLM_01287	contig_1	1360412	1360633	+	222	1	5	4	3	1	6
IODOLM_01288	contig_1	1360664	1361206	+	543	2	25	19	12	7	22
IODOLM_01289	contig_1	1361292	1362200	+	909	4	100	69	55	43	129
IODOLM_01290	contig_1	1362197	1362886	+	690	0	67	32	33	37	116
IODOLM_01291	contig_1	1362950	1363669	+	720	9	228	124	72	61	207
IODOLM_01292	contig_1	1363890	1364345	+	456	0	120	67	134	106	257
IODOLM_01293	contig_1	1364345	1364515	+	171	0	13	10	5	6	13
IODOLM_01294	contig_1	1364512	1365180	+	669	1	97	55	54	32	106
IODOLM_01295	contig_1	1365173	1365814	+	642	2	58	32	33	30	97
IODOLM_01296	contig_1	1365811	1366017	+	207	2	27	20	16	8	37
IODOLM_01297	contig_1	1366130	1366939	+	810	8	257	161	91	69	240
IODOLM_01298	contig_1	1367418	1367642	+	225	0	6	8	5	10	14
IODOLM_01299	contig_1	1367620	1368114	+	495	2	18	9	20	21	31
IODOLM_01300	contig_1	1368111	1368569	+	459	1	24	12	11	13	33
IODOLM_01301	contig_1	1368768	1369286	+	519	0	6	2	13	11	32
IODOLM_01302	contig_1	1369358	1369972	-	615	95	1432	946	2469	2303	4716
IODOLM_01303	contig_1	1369992	1370183	+	192	2	54	28	92	96	239
IODOLM_01304	contig_1	1370345	1371073	+	729	2	88	59	174	182	429
IODOLM_01305	contig_1	1371321	1371866	+	546	2	70	47	38	53	88
IODOLM_01306	contig_1	1371841	1373763	+	1923	3	121	92	104	117	275
IODOLM_01307	contig_1	1373763	1373969	+	207	0	15	3	12	10	26
IODOLM_01308	contig_1	1373966	1375558	+	1593	9	344	176	197	203	479
IODOLM_01309	contig_1	1375539	1376882	+	1344	0	39	24	46	51	95
IODOLM_01310	contig_1	1376892	1377224	+	333	2	28	19	29	32	68
IODOLM_01311	contig_1	1377292	1378719	+	1428	0	28	15	49	33	64
IODOLM_01312	contig_1	1378725	1379906	+	1182	3	68	43	41	46	128
IODOLM_01313	contig_1	1380009	1380620	-	612	0	17	16	61	60	107
IODOLM_01314	contig_1	1380686	1381939	-	1254	0	32	22	52	42	121
IODOLM_01315	contig_1	1381991	1384972	-	2982	9	145	101	85	82	195
IODOLM_01316	contig_1	1385095	1386186	-	1092	26	566	346	435	387	892
IODOLM_01317	contig_1	1386254	1387087	-	834	5	64	37	303	321	680
IODOLM_01318	contig_1	1387278	1388942	+	1665	0	35	10	27	39	68
IODOLM_01319	contig_1	1388944	1389888	+	945	2	20	9	32	17	55
IODOLM_01320	contig_1	1389906	1390772	+	867	1	29	19	43	54	83
IODOLM_01321	contig_1	1390782	1391015	+	234	0	15	9	21	11	46
IODOLM_01322	contig_1	1391119	1393215	-	2097	432	9197	5166	4007	4250	10129
IODOLM_01323	contig_1	1393231	1393782	-	552	44	858	467	472	531	1578
IODOLM_01324	contig_1	1393946	1396954	+	3009	38	688	380	862	826	1957
IODOLM_01325	contig_1	1396979	1397689	-	711	2	192	145	314	252	758
IODOLM_01326	contig_1	1397989	1398285	-	297	10	132	92	716	750	1595
IODOLM_01327	contig_1	1398494	1399228	+	735	139	4095	2419	2211	2051	5199
IODOLM_01328	contig_1	1399268	1399666	-	399	47	1048	594	481	500	1155
IODOLM_01329	contig_1	1399771	1400310	-	540	52	1510	910	1131	1048	2306
IODOLM_01330	contig_1	1400340	1401083	-	744	57	1348	775	1020	804	1991
IODOLM_01331	contig_1	1401440	1402078	+	639	8	220	138	244	214	430
IODOLM_01332	contig_1	1402138	1402644	-	507	9	141	61	357	321	812
IODOLM_01333	contig_1	1402690	1403190	-	501	3	109	43	701	549	1417
IODOLM_01334	contig_1	1403276	1403455	-	180	33	1733	1195	406	373	951
IODOLM_01335	contig_1	1403836	1404642	-	807	35	1897	1232	2220	2204	4472
IODOLM_01336	contig_1	1404642	1405835	-	1194	80	3103	1885	2676	2693	6414
IODOLM_01337	contig_1	1405847	1407205	-	1359	118	2646	1678	1656	1612	4197
IODOLM_01338	contig_1	1407209	1408804	-	1596	6	592	371	1212	790	2793
IODOLM_01339	contig_1	1408804	1410366	-	1563	2	121	92	4611	4449	4865
IODOLM_01340	contig_1	1410458	1410502	-	45	1	22	9	122	151	189
IODOLM_01341	contig_1	1410640	1411521	+	882	47	765	446	1006	832	2200
IODOLM_01342	contig_1	1411518	1412138	+	621	47	784	499	1370	1286	2888
IODOLM_01343	contig_1	1412166	1414061	+	1896	29	537	331	521	489	1126
IODOLM_01344	contig_1	1414272	1415147	+	876	87	2570	1599	3385	3023	7085
IODOLM_01345	contig_1	1415187	1415777	-	591	21	1678	882	480	417	904
IODOLM_01346	contig_1	1415774	1416532	-	759	30	1805	1120	627	644	1438
IODOLM_01347	contig_1	1416752	1417801	+	1050	248	4457	2512	1339	1391	3037
IODOLM_01348	contig_1	1417837	1418088	-	252	56	2315	1295	1041	920	2158
IODOLM_01349	contig_1	1418468	1421065	+	2598	624	17690	11906	23818	21600	49750
IODOLM_01350	contig_1	1421275	1422249	+	975	71	1868	1149	1019	1030	2328
IODOLM_01351	contig_1	1422580	1422708	+	129	1	45	29	57	57	133
IODOLM_01352	contig_1	1422711	1422878	+	168	1	56	36	44	52	142
IODOLM_01353	contig_1	1422992	1423087	+	96	0	30	13	32	23	74
IODOLM_01354	contig_1	1423251	1425926	+	2676	91	2616	1539	5106	4826	12383
IODOLM_01355	contig_1	1425990	1426580	-	591	23	1609	1006	660	480	1233
IODOLM_01356	contig_1	1426750	1427514	+	765	53	1358	809	795	801	1785
IODOLM_01357	contig_1	1427663	1427971	+	309	65	1630	916	1599	1565	3661
IODOLM_01358	contig_1	1427978	1429147	+	1170	81	1786	1110	2356	2098	5721
IODOLM_01359	contig_1	1429281	1430078	+	798	69	1714	1049	1760	1829	4217
IODOLM_01360	contig_1	1430078	1430404	+	327	30	594	389	237	278	608
IODOLM_01361	contig_1	1430530	1430748	-	219	20	1632	811	1525	1463	3881
IODOLM_01362	contig_1	1431017	1431766	-	750	33	1119	742	1201	1203	2760
IODOLM_01363	contig_1	1431856	1432029	-	174	10	478	278	601	597	1658
IODOLM_01364	contig_1	1432177	1434162	-	1986	18	478	266	1515	1444	3797
IODOLM_01365	contig_1	1434398	1436332	-	1935	250	8223	5655	4671	4310	9331
IODOLM_01366	contig_1	1436400	1437527	-	1128	7	235	161	1020	912	2539
IODOLM_01367	contig_1	1437671	1438459	-	789	203	6543	4001	4522	4127	7809
IODOLM_01368	contig_1	1439248	1440054	-	807	14	738	508	668	695	1359
IODOLM_01369	contig_1	1440056	1441048	-	993	34	1537	1107	894	849	1831
IODOLM_01370	contig_1	1441048	1441938	-	891	26	931	658	415	457	966
IODOLM_01371	contig_1	1441925	1442890	-	966	28	1139	772	485	522	1123
IODOLM_01372	contig_1	1442887	1444530	-	1644	36	1469	1020	1314	1152	2494
IODOLM_01373	contig_1	1444843	1445088	-	246	7	204	127	331	256	758
IODOLM_01374	contig_1	1445222	1446607	-	1386	5	311	182	948	961	2000
IODOLM_01375	contig_1	1446910	1448328	-	1419	14	211	129	3820	3775	7917
IODOLM_01376	contig_1	1448552	1449304	+	753	1	79	28	1269	1399	3370
IODOLM_01377	contig_1	1449331	1449888	+	558	14	285	170	1186	1118	2702
IODOLM_01378	contig_1	1450163	1451650	+	1488	4	141	88	3131	2614	5348
IODOLM_01379	contig_1	1451652	1452932	+	1281	3	82	55	2182	1934	4100
IODOLM_01380	contig_1	1452970	1454235	+	1266	6	126	57	1899	1531	3179
IODOLM_01381	contig_1	1454355	1455332	-	978	8	233	128	573	446	1214
IODOLM_01382	contig_1	1455499	1456167	+	669	206	3400	1913	2039	1677	4551
IODOLM_01383	contig_1	1456221	1456445	+	225	25	397	233	175	189	585
IODOLM_01384	contig_1	1456445	1456804	+	360	27	619	348	259	271	744
IODOLM_01385	contig_1	1456813	1457034	+	222	20	341	201	101	97	292
IODOLM_01386	contig_1	1457109	1457423	+	315	24	640	366	342	319	736
IODOLM_01387	contig_1	1457636	1459315	+	1680	1	8	7	55	39	138
IODOLM_01388	contig_1	1459329	1460621	+	1293	1	11	6	21	13	47
IODOLM_01389	contig_1	1460642	1461523	+	882	0	6	2	29	19	45
IODOLM_01390	contig_1	1461510	1462352	+	843	0	15	14	30	29	80
IODOLM_01391	contig_1	1462383	1463435	+	1053	2	44	24	54	64	129
IODOLM_01392	contig_1	1463454	1464242	+	789	2	46	18	45	38	108
IODOLM_01393	contig_1	1464252	1465307	+	1056	8	136	89	50	52	128
IODOLM_01394	contig_1	1465304	1467571	+	2268	20	336	165	105	117	246
IODOLM_01395	contig_1	1467568	1468227	+	660	0	15	11	24	23	51
IODOLM_01396	contig_1	1468241	1469209	+	969	3	24	15	44	39	95
IODOLM_01397	contig_1	1469367	1470272	+	906	2	6	4	34	43	109
IODOLM_01398	contig_1	1470383	1471381	-	999	0	58	36	121	120	316
IODOLM_01399	contig_1	1471537	1472934	+	1398	39	843	522	3156	3466	9100
IODOLM_01400	contig_1	1472931	1473992	+	1062	41	678	390	1522	1701	4625
IODOLM_01401	contig_1	1474140	1475681	+	1542	158	3181	1901	3483	3477	8511
IODOLM_01402	contig_1	1475725	1476231	-	507	41	2254	1235	6752	6585	12406
IODOLM_01403	contig_1	1476350	1477315	+	966	163	3324	1853	2001	1886	4816
IODOLM_01404	contig_1	1477290	1478018	-	729	47	1611	902	998	883	2062
IODOLM_01405	contig_1	1478100	1478282	-	183	0	26	20	73	58	131
IODOLM_01406	contig_1	1478353	1479273	-	921	5	79	46	375	362	800
IODOLM_01407	contig_1	1479411	1480310	+	900	5	98	65	348	329	801
IODOLM_01408	contig_1	1480647	1482260	+	1614	32	894	453	1296	1201	2972
IODOLM_01409	contig_1	1482311	1483342	-	1032	15	486	341	576	564	1213
IODOLM_01410	contig_1	1483532	1484512	+	981	46	1327	676	944	800	1888
IODOLM_01411	contig_1	1484785	1485042	+	258	51	1241	536	1203	1217	2766
IODOLM_01412	contig_1	1485092	1486042	-	951	278	8711	4987	5061	4469	9802
IODOLM_01413	contig_1	1486194	1486946	-	753	248	12161	6845	5749	5395	11369
IODOLM_01414	contig_1	1487141	1487656	-	516	11	416	230	213	193	409
IODOLM_01415	contig_1	1487667	1489193	-	1527	4	83	56	95	70	186
IODOLM_01416	contig_1	1489230	1490675	-	1446	2	116	69	39	36	121
IODOLM_01417	contig_1	1490675	1491985	-	1311	3	99	47	19	21	67
IODOLM_01418	contig_1	1492161	1493069	+	909	6	129	72	69	71	162
IODOLM_01419	contig_1	1493399	1493962	+	564	26	597	320	322	300	761
IODOLM_01420	contig_1	1493983	1495215	-	1233	17	751	360	2699	2231	5368
IODOLM_01421	contig_1	1495470	1496453	+	984	20	577	342	671	659	1667
IODOLM_01422	contig_1	1496728	1496901	+	174	6	97	49	385	297	609
IODOLM_01423	contig_1	1496931	1498304	+	1374	59	1729	1058	2014	1685	3485
IODOLM_01424	contig_1	1498433	1499368	-	936	63	1285	728	1297	1176	2645
IODOLM_01425	contig_1	1499420	1500655	-	1236	10	194	127	324	217	625
IODOLM_01426	contig_1	1500657	1500872	-	216	0	15	11	3	8	12
IODOLM_01427	contig_1	1500951	1501160	-	210	4	36	21	17	12	26
IODOLM_01428	contig_1	1501404	1502213	-	810	8	205	105	70	64	153
IODOLM_01429	contig_1	1502206	1504806	-	2601	29	610	335	108	90	186
IODOLM_01430	contig_1	1504908	1505183	-	276	2	137	72	14	7	20
IODOLM_01431	contig_1	1505258	1505428	-	171	0	45	28	5	5	16
IODOLM_01432	contig_1	1505428	1505649	-	222	5	79	34	11	8	27
IODOLM_01433	contig_1	1505968	1506579	+	612	0	10	8	40	38	111
IODOLM_01434	contig_1	1506576	1506731	-	156	0	87	55	10	12	23
IODOLM_01435	contig_1	1506742	1506876	-	135	3	140	75	19	26	61
IODOLM_01436	contig_1	1507185	1507661	-	477	13	411	284	450	389	1049
IODOLM_01437	contig_1	1507785	1508081	+	297	6	85	45	48	43	115
IODOLM_01438	contig_1	1508104	1508526	+	423	5	83	42	45	33	83
IODOLM_01439	contig_1	1508539	1509396	+	858	15	263	155	49	55	118
IODOLM_01440	contig_1	1509403	1510149	+	747	5	185	124	44	38	108
IODOLM_01441	contig_1	1510172	1510732	+	561	4	159	91	155	149	356
IODOLM_01442	contig_1	1510765	1511064	+	300	0	33	12	43	20	83
IODOLM_01443	contig_1	1511235	1512659	+	1425	32	536	309	493	492	1062
IODOLM_01444	contig_1	1512797	1513060	+	264	1	16	22	29	20	67
IODOLM_01445	contig_1	1513041	1513400	+	360	3	25	8	27	31	57
IODOLM_01446	contig_1	1513874	1514902	+	1029	6	58	33	123	107	302
IODOLM_01447	contig_1	1515166	1516146	-	981	8	277	122	100	86	202
IODOLM_01448	contig_1	1516966	1517703	-	738	1	4	2	9	4	24
IODOLM_01449	contig_1	1517834	1519831	+	1998	7	123	58	103	113	216
IODOLM_01450	contig_1	1519831	1520406	+	576	0	23	9	50	44	102
IODOLM_01451	contig_1	1520504	1521094	-	591	6	142	76	740	705	1612
IODOLM_01452	contig_1	1521411	1521644	-	234	3	48	34	3114	3136	6843
IODOLM_01453	contig_1	1521835	1522815	+	981	39	1249	738	895	730	1846
IODOLM_01454	contig_1	1523804	1524238	-	435	13	467	304	1504	1233	2738
IODOLM_01455	contig_1	1524379	1525512	-	1134	0	22	4	39	43	106
IODOLM_01456	contig_1	1525879	1529403	-	3525	64	2258	1402	1860	1297	3639
IODOLM_01457	contig_1	1529677	1529943	+	267	44	1320	697	704	665	1370
IODOLM_01458	contig_1	1529940	1530362	-	423	17	311	235	416	354	969
IODOLM_01459	contig_1	1530473	1531462	-	990	32	1155	758	1509	1472	3632
IODOLM_01460	contig_1	1531670	1534309	+	2640	56	1686	976	517	504	1195
IODOLM_01461	contig_1	1534306	1534491	+	186	1	17	11	24	14	59
IODOLM_01462	contig_1	1534499	1534825	+	327	10	155	108	108	97	237
IODOLM_01463	contig_1	1534997	1535902	-	906	3	42	28	65	74	150
IODOLM_01464	contig_1	1536138	1537637	+	1500	29	565	326	654	607	1496
IODOLM_01465	contig_1	1537695	1539968	-	2274	6	227	138	87	89	200
IODOLM_01466	contig_1	1540216	1542261	-	2046	8	84	51	39	51	122
IODOLM_01467	contig_1	1542546	1543475	+	930	0	17	9	14	11	38
IODOLM_01468	contig_1	1543487	1543774	+	288	1	14	5	3	7	14
IODOLM_01469	contig_1	1543783	1544529	+	747	1	24	25	20	12	33
IODOLM_01470	contig_1	1544544	1545041	+	498	1	20	8	14	7	40
IODOLM_01471	contig_1	1545049	1546119	+	1071	5	81	47	34	30	72
IODOLM_01472	contig_1	1546116	1546883	+	768	0	39	34	21	14	48
IODOLM_01473	contig_1	1546883	1547671	+	789	5	53	42	22	25	52
IODOLM_01474	contig_1	1547718	1549100	+	1383	4	142	120	64	52	136
IODOLM_01475	contig_1	1549090	1549512	+	423	4	40	33	26	16	54
IODOLM_01476	contig_1	1549512	1550717	+	1206	12	312	177	361	362	859
IODOLM_01477	contig_1	1550744	1552057	+	1314	19	424	242	309	328	768
IODOLM_01478	contig_1	1552158	1553108	+	951	14	392	226	326	329	810
IODOLM_01479	contig_1	1553090	1553680	+	591	18	394	178	325	263	696
IODOLM_01480	contig_1	1554011	1556569	+	2559	14	411	225	229	216	528
IODOLM_01481	contig_1	1556540	1557445	-	906	64	1502	872	791	683	1694
IODOLM_01482	contig_1	1557403	1557768	-	366	36	924	494	478	450	1004
IODOLM_01483	contig_1	1557977	1559128	+	1152	12	266	172	281	261	621
IODOLM_01484	contig_1	1559309	1562632	+	3324	168	3031	1768	3329	3261	8118
IODOLM_01485	contig_1	1562840	1563700	+	861	14	553	342	514	528	1136
IODOLM_01486	contig_1	1563763	1566069	+	2307	1	37	27	361	323	943
IODOLM_01487	contig_1	1566240	1566845	+	606	0	8	1	19	16	40
IODOLM_01488	contig_1	1566845	1567741	+	897	1	4	4	14	22	48
IODOLM_01489	contig_1	1567757	1569514	+	1758	2	132	98	161	154	425
IODOLM_01490	contig_1	1569504	1570820	+	1317	19	488	234	229	208	496
IODOLM_01491	contig_1	1570874	1571479	-	606	7	225	137	422	432	849
IODOLM_01492	contig_1	1571680	1575582	+	3903	368	9555	6061	3222	3191	7201
IODOLM_01493	contig_1	1575854	1576654	+	801	40	956	563	625	595	1466
IODOLM_01494	contig_1	1576851	1578290	+	1440	30	554	341	229	304	523
IODOLM_01495	contig_1	1578332	1578583	-	252	123	3628	2467	6504	5122	11518
IODOLM_01496	contig_1	1578580	1578957	-	378	349	9793	6047	12814	10750	23742
IODOLM_01497	contig_1	1579216	1579332	-	117	288	10107	5783	15668	13441	27138
IODOLM_01498	contig_1	1579521	1580051	+	531	18	649	311	815	797	1762
IODOLM_01499	contig_1	1580296	1580469	+	174	21	410	219	675	672	1420
IODOLM_01500	contig_1	1580581	1580748	-	168	72	761	401	647	540	1278
IODOLM_01501	contig_1	1581089	1582729	+	1641	17	511	247	442	359	1052
IODOLM_01502	contig_1	1582767	1583690	-	924	2	169	95	1058	1186	2645
IODOLM_01503	contig_1	1583907	1585250	+	1344	9	259	155	263	308	487
IODOLM_01504	contig_1	1585511	1587130	+	1620	118	2756	1552	1389	1314	3021
IODOLM_01505	contig_1	1587270	1587494	+	225	71	1384	855	206	294	430
IODOLM_01506	contig_1	1587557	1588096	+	540	6	200	140	498	499	1170
IODOLM_01507	contig_1	1588088	1589068	-	981	15	268	151	495	457	1023
IODOLM_01508	contig_1	1589192	1590184	+	993	36	816	445	469	435	961
IODOLM_01509	contig_1	1590181	1590774	+	594	2	375	225	550	524	1201
IODOLM_01510	contig_1	1591076	1591744	+	669	72	1928	978	1034	945	2277
IODOLM_01511	contig_1	1591981	1592268	-	288	0	22	13	19	17	42
IODOLM_01512	contig_1	1592336	1593484	+	1149	44	2327	1366	1554	1272	3084
IODOLM_01513	contig_1	1593524	1594699	-	1176	3	148	80	84	88	170
IODOLM_01514	contig_1	1594791	1595327	+	537	7	107	69	124	122	288
IODOLM_01515	contig_1	1595400	1597361	+	1962	58	1446	980	1078	1061	2497
IODOLM_01516	contig_1	1597453	1597623	-	171	17	371	143	26	22	49
IODOLM_01517	contig_1	1597905	1598081	+	177	7	111	59	168	130	412
IODOLM_01518	contig_1	1598106	1598543	+	438	16	412	247	409	393	1021
IODOLM_01519	contig_1	1598622	1600028	+	1407	33	834	498	712	771	1810
IODOLM_01520	contig_1	1600273	1601418	+	1146	5	237	105	240	308	500
IODOLM_01521	contig_1	1601436	1602449	+	1014	5	53	42	78	92	191
IODOLM_01522	contig_1	1602450	1603391	+	942	2	86	46	78	75	181
IODOLM_01523	contig_1	1603381	1604175	+	795	11	127	62	75	89	172
IODOLM_01524	contig_1	1604197	1605621	+	1425	22	616	350	229	216	484
IODOLM_01525	contig_1	1606008	1606181	+	174	7	156	97	250	226	602
IODOLM_01526	contig_1	1606267	1606500	+	234	42	941	519	538	504	1375
IODOLM_01527	contig_1	1606501	1606950	-	450	55	918	457	275	236	585
IODOLM_01528	contig_1	1606947	1607465	-	519	69	1468	803	644	556	1203
IODOLM_01529	contig_1	1607646	1608683	+	1038	20	532	258	376	362	934
IODOLM_01530	contig_1	1608881	1609546	+	666	6	61	25	1294	1085	2902
IODOLM_01531	contig_1	1609582	1611684	-	2103	12	336	139	1174	1178	2594
IODOLM_01532	contig_1	1611926	1612987	+	1062	215	4941	2663	14673	14156	30658
IODOLM_01533	contig_1	1613100	1614599	-	1500	6	172	96	147	116	306
IODOLM_01534	contig_1	1614866	1615483	+	618	1	206	96	848	688	1971
IODOLM_01535	contig_1	1615559	1615771	+	213	0	1	1	7	4	15
IODOLM_01536	contig_1	1616509	1618557	+	2049	15	176	97	123	90	218
IODOLM_01537	contig_1	1618541	1619023	+	483	5	44	24	31	35	49
IODOLM_01538	contig_1	1619205	1619951	+	747	2	35	16	43	34	73
IODOLM_01539	contig_1	1620435	1621571	+	1137	1	14	8	34	40	131
IODOLM_01540	contig_1	1621671	1621904	+	234	2	63	32	345	321	694
IODOLM_01541	contig_1	1621901	1622470	-	570	1	75	39	108	124	249
IODOLM_01542	contig_1	1622643	1623488	+	846	21	519	264	123	114	286
IODOLM_01543	contig_1	1623584	1624477	-	894	152	2851	1686	1367	1131	2686
IODOLM_01544	contig_1	1624556	1625236	-	681	4	194	106	633	525	1120
IODOLM_01545	contig_1	1625233	1625928	-	696	5	131	69	584	553	1475
IODOLM_01546	contig_1	1625928	1627472	-	1545	11	369	194	1546	1372	3849
IODOLM_01547	contig_1	1627469	1631209	-	3741	10	641	427	3979	3388	9312
IODOLM_01548	contig_1	1631291	1632679	-	1389	2	54	31	1321	1117	3057
IODOLM_01549	contig_1	1633003	1633338	-	336	0	1	0	4	3	9
IODOLM_01550	contig_1	1633377	1634297	-	921	0	2	1	2	0	4
IODOLM_01551	contig_1	1634357	1634647	-	291	0	1	0	2	1	1
IODOLM_01552	contig_1	1634907	1635731	-	825	4	133	70	228	193	401
IODOLM_01553	contig_1	1636020	1639067	+	3048	8	214	110	207	183	496
IODOLM_01554	contig_1	1639080	1639964	+	885	7	87	46	102	80	168
IODOLM_01555	contig_1	1639957	1640610	+	654	4	80	57	105	107	269
IODOLM_01556	contig_1	1641017	1641301	-	285	144	6825	3678	851	684	1608
IODOLM_01557	contig_1	1641447	1642457	-	1011	57	3289	2071	4255	3562	7382
IODOLM_01558	contig_1	1642591	1644288	-	1698	115	3216	1970	5459	4724	10235
IODOLM_01559	contig_1	1644445	1644582	-	138	37	2455	1327	20027	15799	30313
IODOLM_01560	contig_1	1644684	1644899	-	216	1	22	6	113	87	269
IODOLM_01561	contig_1	1645244	1645675	+	432	77	2406	1241	4839	3791	8646
IODOLM_01562	contig_1	1645731	1646657	-	927	5	210	124	102	80	216
IODOLM_01563	contig_1	1646650	1647636	-	987	6	201	120	83	87	206
IODOLM_01564	contig_1	1647633	1648529	-	897	4	141	86	83	92	207
IODOLM_01565	contig_1	1648526	1649548	-	1023	3	61	27	60	51	129
IODOLM_01566	contig_1	1649550	1651100	-	1551	3	112	67	100	97	211
IODOLM_01567	contig_1	1651114	1651695	-	582	0	9	5	42	44	94
IODOLM_01568	contig_1	1651953	1654352	-	2400	11	463	269	869	826	2135
IODOLM_01569	contig_1	1654377	1655759	-	1383	11	278	178	1153	1082	3045
IODOLM_01570	contig_1	1656123	1657442	-	1320	3	150	84	372	308	750
IODOLM_01571	contig_1	1657573	1659108	-	1536	24	1267	1251	1119	864	1847
IODOLM_01572	contig_1	1659264	1660664	-	1401	31	1760	1795	1554	1139	2328
IODOLM_01573	contig_1	1661026	1663809	-	2784	3	83	48	265	267	608
IODOLM_01574	contig_1	1663866	1666238	-	2373	1	53	25	169	150	345
IODOLM_01575	contig_1	1666276	1667961	-	1686	0	11	4	41	38	123
IODOLM_01576	contig_1	1668252	1669409	-	1158	0	26	10	53	44	140
IODOLM_01577	contig_1	1669461	1671143	-	1683	4	33	23	66	53	140
IODOLM_01578	contig_1	1671545	1672306	-	762	1	12	5	14	19	66
IODOLM_01579	contig_1	1672381	1672578	-	198	0	1	0	2	2	6
IODOLM_01580	contig_1	1672826	1675105	-	2280	9	302	161	539	537	1367
IODOLM_01581	contig_1	1675439	1676353	-	915	0	5	2	44	27	89
IODOLM_01582	contig_1	1676412	1676915	-	504	0	3	2	21	7	34
IODOLM_01583	contig_1	1676928	1677650	-	723	1	5	1	9	16	50
IODOLM_01584	contig_1	1678503	1679825	-	1323	13	336	190	685	655	2076
IODOLM_01585	contig_1	1679825	1680091	-	267	8	96	67	248	215	527
IODOLM_01586	contig_1	1680314	1681714	-	1401	75	1110	720	283	264	660
IODOLM_01587	contig_1	1681758	1685735	-	3978	120	1429	900	192	232	572
IODOLM_01588	contig_1	1686266	1687858	-	1593	10	398	224	456	404	1183
IODOLM_01589	contig_1	1687937	1688890	-	954	8	213	151	443	435	1163
IODOLM_01590	contig_1	1689139	1690674	+	1536	0	38	23	75	107	168
IODOLM_01591	contig_1	1690668	1691696	+	1029	1	71	34	62	45	129
IODOLM_01592	contig_1	1691696	1692688	+	993	0	43	36	53	54	110
IODOLM_01593	contig_1	1692700	1693722	+	1023	3	81	55	67	81	187
IODOLM_01594	contig_1	1693749	1694624	+	876	4	87	56	111	120	243
IODOLM_01595	contig_1	1694648	1694938	+	291	1	72	26	64	69	154
IODOLM_01596	contig_1	1694995	1695753	+	759	7	237	139	1021	812	2228
IODOLM_01597	contig_1	1695757	1696671	-	915	18	281	155	339	317	676
IODOLM_01598	contig_1	1696878	1698329	-	1452	13	485	252	384	318	793
IODOLM_01599	contig_1	1698556	1699503	-	948	19	1026	642	529	496	1086
IODOLM_01600	contig_1	1699615	1699974	-	360	20	253	150	123	105	199
