locus_tag	Gene	Product	COG_category	KEGG_Pathway
IODOLM_01546		Nitrate reductase subunit beta	C	ko00910,ko01120,ko02020,map00910,map01120,map02020
IODOLM_01547	narZ	nitrate reductase Z subunit alpha	C	ko00910,ko01120,ko02020,map00910,map01120,map02020
IODOLM_01548	narU	nitrate/nitrite transporter NarU	P	ko00910,map00910
IODOLM_01552	yddG	aromatic amino acid efflux DMT transporter YddG	EG	-
IODOLM_01555		Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit	C	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
IODOLM_01556		Plasmid maintenance system antidote protein	K	-
IODOLM_01557		Alcohol dehydrogenase	C	ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220
IODOLM_01558	maeA	malate dehydrogenase	C	ko00620,ko00710,ko01100,ko01120,ko01200,ko02020,map00620,map00710,map01100,map01120,map01200,map02020
IODOLM_01559		Stationary-phase-induced ribosome-associated protein	J	-
IODOLM_01560		Protein Bdm (Biofilm-dependent modulation protein)	S	-
IODOLM_01561	osmC	peroxiredoxin OsmC	O	-
IODOLM_01562		Oligopeptide ABC transporter ATP-binding protein	P	ko02024,map02024
IODOLM_01563	ddpD	putative D,D-dipeptide transport ATP-binding protein DdpD	P	ko01501,ko02010,ko02024,map01501,map02010,map02024
IODOLM_01567		D-alanyl-D-alanine dipeptidase	M	ko01502,ko02020,map01502,map02020
IODOLM_01568		Heme-regulated cyclic AMP phosphodiesterase (Direct oxygen sensor protein)	T	-
IODOLM_01569	dosC	diguanylate cyclase DosC	T	-
IODOLM_01570	digH	Glycosyl hydrolase DigH	S	-
IODOLM_01573	pqqL	putative zinc protease PqqL	S	-
IODOLM_01574	yddB	Uncharacterized protein YddB	P	-
IODOLM_01575	yddA	Inner membrane ABC transporter ATP-binding protein YddA	P	ko02010,map02010
IODOLM_01576	ydeM	Anaerobic sulfatase-maturating enzyme-like protein YdeM	C	-
IODOLM_01580	ydeP	acid resistance putative oxidoreductase YdeP	C	-
IODOLM_01581		Fimbrial protein	NU	-
IODOLM_01582		Fimbrial protein	NU	-
IODOLM_01583		hypothetical protein	NU	-
IODOLM_01584	hipA	type II toxin-antitoxin system serine/threonine protein kinase toxin HipA	S	-
IODOLM_01585	hipB	Antitoxin HipB	K	-
IODOLM_01586		ATP-binding component of a transport system and adhesin protein	MU	-
IODOLM_01587		hypothetical protein	U	-
IODOLM_01588		Autoinducer-2 kinase	G	ko00040,ko01100,ko02024,map00040,map01100,map02024
IODOLM_01589		Putative sugar-binding regulatory protein	K	ko02024,ko02026,map02024,map02026
IODOLM_01590	lsrA	Autoinducer 2 import ATP-binding protein LsrA	G	ko02010,ko02024,map02010,map02024
IODOLM_01594		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	H	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko02024,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map02024
IODOLM_01596		Trans-aconitate 2-methyltransferase	J	-
IODOLM_01599		diguanylate cyclase	T	-
IODOLM_01600		Cytoplasmic protein	S	-
IODOLM_01601		Glutaminase	E	ko00220,ko00250,ko00471,ko01100,ko04724,ko04727,ko04964,ko05206,ko05230,map00220,map00250,map00471,map01100,map04724,map04727,map04964,map05206,map05230
IODOLM_01602		Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	C	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120
IODOLM_01603	yneJ	Uncharacterized HTH-type transcriptional regulator YneJ	K	-
IODOLM_01604	yneK	Uncharacterized protein YneK	-	-
IODOLM_01605	ydeA	L-arabinose MFS transporter	EGP	-
IODOLM_01607	marR	Multiple antibiotic resistance protein MarR	K	-
IODOLM_01608	marA	Multiple antibiotic resistance protein MarA	K	ko01503,map01503
IODOLM_01610	eamA	EamA domain-containing protein	EG	-
IODOLM_01612	mgtS	protein MgtS	-	-
IODOLM_01613	dgcZ	diguanylate cyclase DgcZ	T	-
IODOLM_01614	ydeI	YdeI family stress tolerance OB fold protein	S	-
IODOLM_01615		2-oxo-tetronate isomerase	S	-
IODOLM_01616		Dipeptidyl carboxypeptidase II	E	-
IODOLM_01618	ydfH	DNA-binding transcriptional regulator YdfH	K	-
IODOLM_01619	ydfZ	Selenium delivery protein YdfZ	S	-
IODOLM_01620		D-mannonate oxidoreductase	G	ko00040,ko01100,map00040,map01100
IODOLM_01621		Major facilitator superfamily (MFS) profile domain-containing protein	P	-
IODOLM_01622	ydfK	cold shock protein YdfK	K	-
IODOLM_01623	pinR	Serine recombinase PinR	L	-
IODOLM_01624		Tail fiber assembly protein	S	-
IODOLM_01630	cspI	cold shock protein CspI	K	-
IODOLM_01636	cspB	cold shock-like protein CspB	K	-
IODOLM_01637	cspF	Cold shock-like protein CspF	K	-
IODOLM_01638		Lambdoid prophage Qin antitermination protein Q-like protein	K	-
IODOLM_01639		HNH nuclease domain-containing protein	V	-
IODOLM_01640		Prophage protein	-	-
IODOLM_01641	hokD	type I toxin-antitoxin system toxin HokD	S	-
IODOLM_01642	relE	type II toxin-antitoxin system mRNA interferase RelE	DJ	-
IODOLM_01643	relB	type II toxin-antitoxin system antitoxin RelB	L	-
IODOLM_01644	flxA	Protein FlxA		
IODOLM_01648	dicA	DNA-binding transcriptional dual regulator DicA	K	-
IODOLM_01649		DUF1391 domain-containing protein	S	-
IODOLM_01650		Prophage protein	-	-
IODOLM_01651		Putative prophage protein	-	-
IODOLM_01652		hypothetical protein		
IODOLM_01653	dicB	cell division inhibition protein DicB	D	-
IODOLM_01654	ydfD	lysis protein YdfD	S	-
IODOLM_01655	ydfE	Putative uncharacterized protein YdfE	L	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440
IODOLM_01656		Integrase catalytic domain-containing protein	L	-
IODOLM_01657		hypothetical protein	L	-
IODOLM_01658	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_01659	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_01660		Defective integrase Qin prophage	L	-
IODOLM_01663		Small multidrug resistance family-3 protein	S	-
IODOLM_01664		UPF0482 protein KPN78578_15540	S	-
IODOLM_01665		Spermidine N(1)-acetyltransferase	J	ko00330,ko01100,ko04216,map00330,map01100,map04216
IODOLM_01666		UPF0257 lipoprotein HV346_10385	M	-
IODOLM_01667		DUF1161 domain-containing protein	S	-
IODOLM_01668		Anaerobic dimethyl sulfoxide reductase subunit A	C	ko00450,ko00780,ko00920,ko01100,ko02020,map00450,map00780,map00920,map01100,map02020
IODOLM_01671	ynfH	Anaerobic dimethyl sulfoxide reductase chain YnfH	S	ko00920,map00920
IODOLM_01672	dmsD	Tat proofreading chaperone DmsD	S	-
IODOLM_01676	lysR	LysR family transcriptional regulator	K	-
IODOLM_01680		Serine protease	E	-
IODOLM_01681	mdtI	multidrug/spermidine efflux SMR transporter subunit MdtI	P	-
IODOLM_01682	mdtJ	Spermidine export protein MdtJ	P	-
IODOLM_01684		NAD(P) transhydrogenase subunit beta	C	ko00760,ko01100,map00760,map01100
IODOLM_01685		NAD(P) transhydrogenase subunit alpha	C	ko00760,ko01100,map00760,map01100
IODOLM_01686		YdgH/BhsA/McbA-like domain-containing protein	S	-
IODOLM_01688		Dihydromonapterin reductase	IQ	ko00670,ko00790,ko01100,map00670,map00790,map01100
IODOLM_01690	rstA	Transcriptional regulatory protein RstA	K	ko02020,map02020
IODOLM_01691		histidine kinase	T	ko02020,map02020
IODOLM_01692		DNA replication terminus site-binding protein	J	-
IODOLM_01693		Fumarate hydratase class II	C	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211
IODOLM_01694	fumB	class I fumarate hydratase	C	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_01696	ydgA	Protein YdgA	S	-
IODOLM_01697	uidC	Membrane-associated protein UidC	M	-
IODOLM_01699		Beta-glucuronidase	G	ko00040,ko00531,ko00860,ko00944,ko00983,ko01100,ko01110,ko04142,map00040,map00531,map00860,map00944,map00983,map01100,map01110,map04142
IODOLM_01700	uidR	DNA-binding transcriptional regulator UidR	K	-
IODOLM_01701		7-alpha-hydroxysteroid dehydrogenase	IQ	ko00121,map00121
IODOLM_01702	malI	mal regulon transcriptional regulator MalI	K	-
IODOLM_01703	malX	PTS maltose transporter subunit IICB	G	ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060
IODOLM_01705		Adenosine deaminase	F	ko00230,ko01100,ko05340,map00230,map01100,map05340
IODOLM_01706	ydgJ	Uncharacterized oxidoreductase YdgJ	S	ko00562,ko01120,map00562,map01120
IODOLM_01707		H-NS-and StpA-binding protein	K	-
IODOLM_01708	ydgK	Inner membrane protein YdgK	S	-
IODOLM_01709		Ion-translocating oxidoreductase complex subunit A	C	-
IODOLM_01710		Ion-translocating oxidoreductase complex subunit B	C	-
IODOLM_01711		hypothetical protein	C	-
IODOLM_01712		Ion-translocating oxidoreductase complex subunit D	C	-
IODOLM_01713		Ion-translocating oxidoreductase complex subunit G	C	-
IODOLM_01714	rsxE	electron transport complex subunit RsxE	C	-
IODOLM_01715		Endonuclease III	L	ko03410,map03410
IODOLM_01716		hypothetical protein		
IODOLM_01717		Dipeptide and tripeptide permease A	U	-
IODOLM_01720		Tyrosine--tRNA ligase	J	ko00970,map00970
IODOLM_01723		Anhydro-N-acetylmuramic acid kinase	F	-
IODOLM_01725	slyA	Transcriptional regulator SlyA	K	-
IODOLM_01727	hlyD	HlyD family secretion protein	V	-
IODOLM_01729		Superoxide dismutase [Cu-Zn]	P	ko04146,ko04213,ko05014,ko05016,ko05020,map04146,map04213,map05014,map05016,map05020
IODOLM_01730	ydhF	Oxidoreductase YdhF	S	-
IODOLM_01733	nemA	N-ethylmaleimide reductase	C	ko00633,ko01120,map00633,map01120
IODOLM_01734		Lactoylglutathione lyase	E	ko00620,map00620
IODOLM_01736		ATP-dependent helicase	L	-
IODOLM_01737	grxD	monothiol glutaredoxin 4	O	-
IODOLM_01738	mepH	peptidoglycan DD-endopeptidase MepH	M	ko00520,ko01100,map00520,map01100
IODOLM_01739		Superoxide dismutase [Fe]	C	ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016
IODOLM_01741	ynhF	stress response protein YnhF	-	-
IODOLM_01742	purR	HTH-type transcriptional repressor PurR	K	-
IODOLM_01743	yahB	HTH-type transcriptional regulator YahB	K	-
IODOLM_01745		Cyclopropane-fatty-acyl-phospholipid synthase	M	-
IODOLM_01746		Riboflavin synthase	H	ko00740,ko01100,ko01110,map00740,map01100,map01110
IODOLM_01749		Monooxygenase	S	-
IODOLM_01750	ydhS	Uncharacterized protein YdhS	S	-
IODOLM_01752	ydhU	Putative cytochrome YdhU	C	ko00920,ko01120,map00920,map01120
IODOLM_01758		Pyruvate kinase I	F	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230
IODOLM_01760	ldtE	L,D-transpeptidase LdtE	M	ko01503,map01503
IODOLM_01762		Cysteine desulfurase	H	ko00450,ko01100,map00450,map01100
IODOLM_01763	sufD	Iron-sulfur cluster assembly protein SufD	O	-
IODOLM_01764	sufC	putative ATP-dependent transporter SufC	P	-
IODOLM_01765	sufB	FeS assembly protein SufB	O	-
IODOLM_01767		hypothetical protein	S	-
IODOLM_01770	ydiK	Putative transport protein YdiK	S	-
IODOLM_01772	ydiM	Inner membrane transport protein YdiM	P	-
IODOLM_01773	ydiN	Inner membrane transport protein YdiN	G	-
IODOLM_01774		Quinate/shikimate dehydrogenase	E	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
IODOLM_01775		3-dehydroquinate dehydratase	E	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
IODOLM_01778	ydiP	Uncharacterized HTH-type transcriptional regulator YdiP	K	-
IODOLM_01779		hypothetical protein		
IODOLM_01782	ydiS	putative electron transfer flavoprotein-quinone oxidoreductase YdiS	C	-
IODOLM_01786	ppsR	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	F	-
IODOLM_01787	aroH	3-deoxy-7-phosphoheptulonate synthase AroH	E	ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024
IODOLM_01788		hypothetical protein	P	-
IODOLM_01789	selO	Protein adenylyltransferase SelO	S	-
IODOLM_01790	ydiV	anti-FlhDC factor	K	-
IODOLM_01791	nlpC	putative endopeptidase NlpC	M	-
IODOLM_01792	btuD	Vitamin B12 import ATP-binding protein BtuD	P	ko02010,map02010
IODOLM_01793	btuE	bifunctional thioredoxin/glutathione peroxidase	O	ko00480,ko00590,ko04918,map00480,map00590,map04918
IODOLM_01794	btuC	Vitamin B12 import system permease protein BtuC	U	ko02010,map02010
IODOLM_01796		Phenylalanine--tRNA ligase beta subunit	J	ko00970,map00970
IODOLM_01797		Phenylalanine--tRNA ligase alpha subunit	J	ko00970,map00970
IODOLM_01798		Large ribosomal subunit protein bL20	J	ko03010,map03010
IODOLM_01802		Putative ankyrin repeat protein B	S	-
IODOLM_01803		hypothetical protein	S	-
IODOLM_01805		Salt-induced outer membrane protein	M	-
IODOLM_01806		Phosphofructokinase	F	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_01807		hypothetical protein	S	-
IODOLM_01808		Fructosamine-3-kinase	G	-
IODOLM_01809	yfeE	YfeABCD regulator yfeE	S	-
IODOLM_01810		Hexitol phosphatase B	S	ko00500,map00500
IODOLM_01811	ydjM	Inner membrane protein YdjM	S	-
IODOLM_01812	tcyP	cystine/sulfocysteine:cation symporter	U	-
IODOLM_01814	cedA	Cell division activator CedA	D	-
IODOLM_01815		Catalase HPII	P	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014
IODOLM_01816	chbG	Chitooligosaccharide deacetylase ChbG	G	-
IODOLM_01818	chbR	Chitobiose-specific regulator ChbR AraCfamily	K	-
IODOLM_01820		PTS system N,N'-diacetylchitobiose-specific EIIC component	G	ko00500,ko02060,map00500,map02060
IODOLM_01821	chbB	PTS N,N'-diacetylchitobiose transporter subunit IIB	G	ko00500,ko02060,map00500,map02060
IODOLM_01822	osmE	Osmotically-inducible putative lipoprotein OsmE	M	-
IODOLM_01823		NH(3)-dependent NAD(+) synthetase	F	ko00760,ko01100,map00760,map01100
IODOLM_01824		Excinuclease cho	L	-
IODOLM_01826		Periplasmic chaperone Spy	NPTU	-
IODOLM_01828		N-succinylarginine dihydrolase	E	ko00330,ko01100,map00330,map01100
IODOLM_01829		N-succinylglutamate 5-semialdehyde dehydrogenase	C	ko00330,ko01100,map00330,map01100
IODOLM_01830		Arginine N-succinyltransferase	E	ko00330,ko01100,map00330,map01100
IODOLM_01831	astC	succinylornithine/acetylornithine transaminase	E	ko00220,ko00300,ko00330,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map00330,map01100,map01110,map01120,map01130,map01210,map01230
IODOLM_01833	ydjX	TVP38/TMEM64 family membrane protein YdjX	S	-
IODOLM_01836	ynjA	Uncharacterized protein YnjA	S	-
IODOLM_01837		ABC transporter substrate-binding protein	S	-
IODOLM_01838	ynjC	Inner membrane ABC transporter permease protein YnjC	P	-
IODOLM_01839	ynjD	Uncharacterized ABC transporter ATP-binding protein YnjD	P	-
IODOLM_01844		Glutamate dehydrogenase	E	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100
IODOLM_01846	topB	DNA topoisomerase III	L	-
IODOLM_01847		Selenide, water dikinase	F	ko00450,ko01100,map00450,map01100
IODOLM_01849		Protease 4	OU	-
IODOLM_01851		nicotinamidase	Q	ko00760,ko01100,map00760,map01100
IODOLM_01852	ydjE	Inner membrane metabolite transport protein YdjE	P	-
IODOLM_01853	ydjF	Uncharacterized HTH-type transcriptional regulator YdjF	K	-
IODOLM_01854	ydjG	NADH-dependent methylglyoxal reductase	C	ko00640,map00640
IODOLM_01855	ydjH	Uncharacterized sugar kinase YdjH	G	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200
IODOLM_01856	ydjI	Uncharacterized protein YdjI	G	-
IODOLM_01857	ydjJ	Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjJ	E	ko00040,ko00051,ko00650,ko01100,map00040,map00051,map00650,map01100
IODOLM_01862		Glyceraldehyde-3-phosphate dehydrogenase	F	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010
IODOLM_01864	yeaE	methylglyoxal reductase YeaE	S	-
IODOLM_01866	yeaG	protein kinase YeaG	T	-
IODOLM_01867	yeaH	UPF0229 protein YeaH	S	-
IODOLM_01868	cdgI	putative diguanylate cyclase CdgI	T	-
IODOLM_01869	dgcJ	putative diguanylate cyclase DgcJ	T	-
IODOLM_01870	yeaK	mischarged aminoacyl-tRNA deacylase	S	-
IODOLM_01871		UPF0756 membrane protein YPO3057/y1423/YP_2679	S	-
IODOLM_01874		DUF488 domain-containing protein	S	-
IODOLM_01876	dgcP	diguanylate cyclase DgcP	T	ko02025,map02025
IODOLM_01878		GlsB/YeaQ/YmgE family stress response membrane protein	S	-
IODOLM_01880		DUF1971 domain-containing protein	P	-
IODOLM_01881		Leucine efflux protein	E	-
IODOLM_01882	dmlR	DNA-binding transcriptional regulator DmlR	K	-
IODOLM_01883	dmlA	multifunctional D-malate/3-isopropylmalate/tartarate dehydrogenase	C	ko00630,ko00650,map00630,map00650
IODOLM_01884		Putative transporter	M	-
IODOLM_01886	yeaX	carnitine monooxygenase subunit YeaX	C	-
IODOLM_01887		Ribonuclease D	J	-
IODOLM_01888		Long-chain-fatty-acid--CoA ligase	IQ	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920
IODOLM_01890	tsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	O	-
IODOLM_01891		DNA 5'-3' helicase	KL	-
IODOLM_01892	yoaB	RutC family protein YoaB	J	-
IODOLM_01893		DUF1889 domain-containing protein	S	-
IODOLM_01894		UPF0181 protein SOASR030_08200	S	-
IODOLM_01895		aminodeoxychorismate synthase	EH	ko00790,map00790
IODOLM_01896	nudL	Uncharacterized Nudix hydrolase NudL	F	-
IODOLM_01897		L-serine dehydratase 2	E	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230
IODOLM_01899	yoaE	CNNM family cation transport protein YoaE	P	-
IODOLM_01900		PTS system mannose-specific EIIAB component	G	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060
IODOLM_01901	manY	PTS mannose transporter subunit IIC	G	ko00051,ko00052,ko00520,ko01100,ko02060,map00051,map00052,map00520,map01100,map02060
IODOLM_01902	manZ	PTS mannose transporter subunit IID	G	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060
IODOLM_01904	mntP	Putative manganese efflux pump MntP	P	-
IODOLM_01905		23S rRNA (guanine(745)-N(1))-methyltransferase	J	-
IODOLM_01907	yebO	Uncharacterized protein YebO	S	-
IODOLM_01908	yobH	Uncharacterized protein YobH	S	-
IODOLM_01911	htpX	Protease HtpX	O	-
IODOLM_01912		Tail-specific protease	M	-
IODOLM_01913	proQ	RNA chaperone ProQ	T	-
IODOLM_01917		Ribosomal RNA small subunit methyltransferase F	J	-
IODOLM_01919		hypothetical protein	S	-
IODOLM_01920		Serine/threonine-protein phosphatase 1	T	-
IODOLM_01921	yebY	Uncharacterized protein YebY	S	-
IODOLM_01922	yebZ	Inner membrane protein YebZ	P	-
IODOLM_01923	yobA	Protein YobA	S	-
IODOLM_01927		Protease 2	E	ko05142,ko05143,map05142,map05143
IODOLM_01928	yebE	Inner membrane protein YebE	S	-
IODOLM_01930	yebF	Protein YebF	S	-
IODOLM_01932		Formate-dependent phosphoribosylglycinamide formyltransferase	F	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130
IODOLM_01935		Glucose-6-phosphate 1-dehydrogenase	F	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230
IODOLM_01940		hypothetical protein	M	-
IODOLM_01941	znuA	High-affinity zinc uptake system protein ZnuA	P	ko02010,map02010
IODOLM_01942	znuC	Zinc import ATP-binding protein ZnuC	P	ko02010,map02010
IODOLM_01943	znuB	High-affinity zinc uptake system membrane protein ZnuB	P	ko02010,map02010
IODOLM_01944	ruvB	Holliday junction branch migration complex subunit RuvB	L	ko03440,map03440
IODOLM_01945	ruvA	Holliday junction branch migration complex subunit RuvA	L	ko03440,map03440
IODOLM_01947	yebB	Uncharacterized protein YebB	S	-
IODOLM_01948	ruvC	Crossover junction endodeoxyribonuclease RuvC	L	ko03440,map03440
IODOLM_01952	yecD	Isochorismatase family protein YecD	Q	-
IODOLM_01953		DUF72 domain-containing protein	S	-
IODOLM_01954		Inner membrane protein	S	-
IODOLM_01956		tRNA U34 carboxymethyltransferase	J	-
IODOLM_01959	cutC	PF03932 family protein CutC	P	-
IODOLM_01960		VOC family protein	S	-
IODOLM_01961		Arginine--tRNA ligase	J	ko00970,map00970
